name,neighbourhood,latitude,longitude,room_type,minimum_nights,price,price_per_night,number_of_reviews,last_review,reviews_per_month
Alewyfe Inn- Urban Farm Garden Apt.,North Lawndale,41.85686736,-87.69489807,Entire home/apt,3,$50.00,$16.67,24,16/04/2017,1.96
Central Park Cute and Comfy Private Room,North Lawndale,41.8530356,-87.71498344,Private room,3,$43.00,$14.33,0,,
Chicago 2720 (3F),North Lawndale,41.85819094,-87.69485697,Private room,1,$28.00,$28.00,18,03/05/2017,5.45
Chicago Women's Residence/Cowgirls,North Lawndale,41.85448251,-87.70787498,Private room,2,$45.00,$22.50,2,31/01/2016,0.09
"Private, spacious studio in green building",North Lawndale,41.86203863,-87.70569084,Entire home/apt,3,$75.00,$25.00,55,08/05/2017,2.73
Happy home to share,North Lawndale,41.85809353,-87.70352293,Private room,1,$50.00,$50.00,7,01/04/2017,1.79
Cozy charmer,North Lawndale,41.85736864,-87.69365638,Entire home/apt,2,$100.00,$50.00,1,24/03/2017,0.13
".3 mi train, bus 3ft, free parking!",North Lawndale,41.85745988,-87.69632194,Private room,1,$60.00,$60.00,123,24/04/2017,3.69
Alewyfe Inn- Urban Gothic Farmhouse for 7 near CTA,North Lawndale,41.85730141,-87.69559764,Entire home/apt,2,$95.00,$47.50,0,,
Chicago Women's Residence/ Paris Rm,North Lawndale,41.854321,-87.70769386,Private room,2,$45.00,$22.50,6,31/07/2016,0.26
Private small bdrm with view,North Lawndale,41.85706422,-87.69523808,Private room,1,$20.00,$20.00,0,,
Matt's Place: The Straight Flush Rm,South Lawndale,41.85270342,-87.69368742,Private room,1,$50.00,$50.00,55,24/04/2017,2.47
"Sun Room: Little Village (Queen, 4 Guests)",South Lawndale,41.84462578,-87.72282319,Private room,1,$69.00,$69.00,52,23/04/2017,5.55
Master Suite - 10 Guests,South Lawndale,41.84942015,-87.72144629,Private room,1,$55.00,$55.00,1,01/04/2017,0.21
"Cozy 2 Bedroom,10 Min Walk to Metro",South Lawndale,41.84786608,-87.70954406,Entire home/apt,2,$45.00,$22.50,14,12/02/2017,2.3
Little Village -  Guest Room for 2,South Lawndale,41.8407986,-87.71498145,Private room,2,$38.00,$19.00,90,07/05/2017,4.09
Matt's Place: Aces High DayRoom Bed,South Lawndale,41.85423363,-87.69402977,Shared room,1,$29.00,$29.00,60,27/04/2017,2.71
"Outer Space - Little Village (Top Bunk, 1 Guest)",South Lawndale,41.84531592,-87.72271708,Shared room,1,$49.00,$49.00,20,02/04/2017,2.13
"Redline - Little Village (Lower Bunk, 1 Guest)",South Lawndale,41.84428354,-87.72283926,Shared room,1,$25.00,$25.00,32,22/04/2017,3.37
Private Quarters,South Lawndale,41.85262141,-87.70215992,Private room,1,$35.00,$35.00,2,30/04/2017,2
Cullerton house,South Lawndale,41.85462074,-87.69299906,Entire home/apt,2,$65.00,$32.50,37,17/04/2017,1.68
Matt's Place: The Riot Room,South Lawndale,41.8544429,-87.69253114,Private room,2,$41.00,$20.50,51,28/12/2016,2.41
"Comtemporary, Affordable and Stylish",South Lawndale,41.8478495,-87.72879886,Entire home/apt,7,$74.00,$10.57,5,19/03/2017,0.9
welcome Home,South Lawndale,41.85240768,-87.69233366,Private room,2,$28.00,$14.00,23,24/12/2016,2.04
"Stars'N'Stripes - Little Village (Queen, 2 Guests)",South Lawndale,41.84589905,-87.72095165,Private room,1,$49.00,$49.00,31,22/04/2017,3.26
3BR in Sunny Little Mexico 20min to downtown :),South Lawndale,41.84614894,-87.71802286,Entire home/apt,2,$48.00,$24.00,48,24/04/2017,2.85
"The Green Room - Little Village (Queen, 2 Guests)",South Lawndale,41.84460303,-87.72128527,Private room,1,$49.00,$49.00,24,26/03/2017,2.57
Frida 2720 (2F),South Lawndale,41.84153661,-87.69925313,Private room,1,$25.00,$25.00,7,09/05/2017,1.57
Cozy Room Minutes From Train!,South Lawndale,41.85209947,-87.70506599,Private room,2,$39.00,$19.50,70,17/04/2017,4.69
"Affordable, Stlylish and Gorgeous 1 Bed Apt.",South Lawndale,41.84772102,-87.72796072,Entire home/apt,7,$59.00,$8.43,5,05/01/2017,0.91
Our apologies for our stupid president.,South Lawndale,41.85495262,-87.69696179,Entire home/apt,2,$140.00,$70.00,303,25/04/2017,3.04
Cozy Private 1 Bedroom,South Lawndale,41.8553097,-87.69028153,Private room,1,$180.00,$180.00,11,10/10/2016,0.51
Matt's Place: Loft-like & Stairless,South Lawndale,41.85433299,-87.69242497,Entire home/apt,2,$349.00,$174.50,3,20/09/2016,0.15
Artsy and Spacious,South Lawndale,41.84680803,-87.72933103,Entire home/apt,5,$59.00,$11.80,0,,
The RAD DONUT PAD!!!,South Lawndale,41.85142077,-87.70009254,Entire home/apt,1,$58.00,$58.00,97,16/04/2017,4.64
Art filled Apartment Pilsen,South Lawndale,41.84911995,-87.69860947,Private room,1,$95.00,$95.00,1,18/09/2016,0.13
The Kitchen Suite w/private bath,South Lawndale,41.85353503,-87.69400107,Private room,1,$54.00,$54.00,111,14/04/2017,5.5
Matt's Place: The Lolla Room,South Lawndale,41.85290791,-87.69399687,Private room,1,$42.00,$42.00,74,20/04/2017,3.57
2. Artsy and Spacious,South Lawndale,41.84694205,-87.72846601,Entire home/apt,15,$55.00,$3.67,0,,
"2 bedroom apt,  free parking, 2 blocks from train",South Lawndale,41.85186656,-87.70146774,Entire home/apt,1,$51.00,$51.00,25,04/05/2017,5.81
"Women pref, wkend/short-term Couch",South Lawndale,41.84963386,-87.69938968,Shared room,1,$45.00,$45.00,2,13/10/2015,0.1
Nice and Cozy Home and Garden,South Lawndale,41.84006513,-87.70975111,Entire home/apt,1,$60.00,$60.00,65,04/05/2017,4.86
Comfy Private Quarters,South Lawndale,41.85409508,-87.70221339,Private room,1,$50.00,$50.00,5,02/05/2017,1.15
The Cozy Place,South Lawndale,41.8523664,-87.69893914,Entire home/apt,15,$45.00,$3.00,0,,
"The Layover: Little Village (Futon, 2 Guests)",South Lawndale,41.84371585,-87.72124646,Shared room,1,$29.00,$29.00,37,25/04/2017,5.26
La Casita,South Lawndale,41.84872424,-87.70141408,Entire home/apt,3,$99.00,$33.00,3,07/05/2017,3
Cozy Single Rm- Pilsen-women pref.,South Lawndale,41.84747511,-87.69869967,Private room,4,$30.00,$7.50,14,21/10/2016,0.64
Matt's Place: VIP Day Room Bed,South Lawndale,41.85503773,-87.69253969,Shared room,2,$25.00,$12.50,44,20/11/2016,2.08
Matt's Place: The Royal Flush Room,South Lawndale,41.85467922,-87.69279211,Private room,2,$49.00,$24.50,59,04/12/2016,2.63
Sweet apartment in the heart of Chicago,South Lawndale,41.85438618,-87.69781284,Entire home/apt,1,$60.00,$60.00,1,08/05/2017,1
"The Heart of Chicago, Little Village - ""La 26""",South Lawndale,41.84018912,-87.73583552,Entire home/apt,1,$71.00,$71.00,16,23/04/2017,6.08
3. Artsy and Spacious,South Lawndale,41.84774654,-87.72731354,Entire home/apt,5,$55.00,$11.00,0,,
The RAD DONUT PAD!!,South Lawndale,41.85071268,-87.70076915,Entire home/apt,1,$85.00,$85.00,19,25/04/2017,3.45
Saint Ruby's Flats (2A),South Lawndale,41.85276095,-87.698286,Private room,10,$32.00,$3.20,3,24/12/2016,0.16
"Fairfield Flat, Airy Vintage Rehab",South Lawndale,41.85422207,-87.69519704,Entire home/apt,1,$110.00,$110.00,12,08/05/2017,5.37
Matt's Place: Loft,South Lawndale,41.85503246,-87.69422157,Entire home/apt,2,$175.00,$87.50,13,20/09/2016,0.6
"Master Suite: Little Village (2 Queens, 10 Guests)",South Lawndale,41.84380034,-87.72267345,Private room,1,$79.00,$79.00,40,25/04/2017,4.27
Saint Ruby's Flats Easy Access to Loop (20 min),South Lawndale,41.85289505,-87.69617418,Private room,30,$31.00,$1.03,7,17/12/2016,0.36
The Roosevelt Suite - Garden Studio,South Lawndale,41.85383045,-87.69412128,Entire home/apt,1,$90.00,$90.00,72,08/05/2017,6.32
Cozy & Stylish Room in The Heart of Pilsen,Lower West Side,41.85610547,-87.64776708,Private room,1,$55.00,$55.00,6,24/04/2017,1.13
Matt's Pilsen Place: Sugar Skull Rm,Lower West Side,41.85681056,-87.67012641,Private room,1,$22.00,$22.00,124,20/04/2017,5.51
Art studio + house in one,Lower West Side,41.85104749,-87.67941891,Private room,1,$64.00,$64.00,85,30/04/2017,2.22
"Cozy bedrooms, AC, WiFi, free parking",Lower West Side,41.85729661,-87.66282247,Private room,1,$39.00,$39.00,23,09/04/2017,2.46
"cool private bedroom, free WiFi, Netflix, parking",Lower West Side,41.85865241,-87.64883945,Private room,1,$49.00,$49.00,90,30/04/2017,4.73
"Huge cozy bedroom, AC, free WiFi, NetFlix, parking",Lower West Side,41.8564022,-87.65341723,Private room,1,$49.00,$49.00,61,06/05/2017,3.18
Casa Corazón (E) near Rush / UIC,Lower West Side,41.84720763,-87.67932414,Private room,2,$67.00,$33.50,82,29/04/2017,2.17
West Loop/UIC Apt.,Lower West Side,41.85460479,-87.68078323,Private room,1,$49.00,$49.00,2,16/04/2017,2
Private room in Pilsen,Lower West Side,41.85815155,-87.6811217,Private room,2,$30.00,$15.00,1,09/05/2017,1
Top (4th) Floor Pilsen Apt.,Lower West Side,41.85611804,-87.66300097,Private room,2,$79.00,$39.50,12,23/04/2017,1.37
Downtown in 10min Bunk (#3) Bottom,Lower West Side,41.85359065,-87.68424564,Shared room,1,$15.00,$15.00,57,24/04/2017,4.34
Studio/room 100% private space!,Lower West Side,41.85917488,-87.64422306,Entire home/apt,1,$80.00,$80.00,66,02/05/2017,4.76
Mod Ambiance with a Killer View,Lower West Side,41.85836666,-87.65849073,Entire home/apt,1,$200.00,$200.00,1,07/05/2017,1
Spacious unique artist's home in Pilsen,Lower West Side,41.8556759,-87.64581671,Entire home/apt,2,$160.00,$80.00,47,25/04/2017,2.09
East Pilsen small 2BR,Lower West Side,41.85899658,-87.64619716,Entire home/apt,2,$94.00,$47.00,0,,
Downtown in 10min Bunk (#2) Top,Lower West Side,41.85371663,-87.68326252,Shared room,1,$15.00,$15.00,22,25/04/2017,1.83
The Pilsen Penthouse Suite w/ parking & breakfast.,Lower West Side,41.85885628,-87.66021722,Entire home/apt,2,$85.00,$42.50,9,07/05/2017,7.11
Entire 2BR Apt w/ Parking & 3 Beds,Lower West Side,41.85660588,-87.65374942,Entire home/apt,2,$119.00,$59.50,99,17/04/2017,1.79
Gino's Studio,Lower West Side,41.85050538,-87.66929846,Entire home/apt,2,$59.00,$29.50,46,16/04/2017,4.69
Apartment in Pilsen Neighborhood,Lower West Side,41.85386954,-87.65452118,Entire home/apt,1,$40.00,$40.00,41,10/04/2017,2.92
Cute place in authentic Pilsen,Lower West Side,41.85354328,-87.68165766,Entire home/apt,2,$107.00,$53.50,24,26/04/2017,1.25
Heart of Chicago 2BD + Parking,Lower West Side,41.84474336,-87.6833335,Entire home/apt,1,$50.00,$50.00,3,19/03/2017,0.98
Comfortable and Convenient in Heart of Chicago,Lower West Side,41.85651036,-87.68188153,Entire home/apt,2,$90.00,$45.00,14,19/03/2017,1.48
"Cozy 1 Bdrm Apt. In Pilsen, Chi",Lower West Side,41.85747014,-87.6796203,Entire home/apt,2,$60.00,$30.00,5,05/07/2016,0.42
Entire 2 BD Apt w/ 3 Beds (BACK),Lower West Side,41.85857346,-87.67042457,Entire home/apt,2,$89.00,$44.50,45,23/04/2017,2.86
Abigail's Palace,Lower West Side,41.85902068,-87.6435349,Entire home/apt,2,$135.00,$67.50,2,26/04/2017,2
Beautiful Pilsen Loft Space!,Lower West Side,41.85539753,-87.64665319,Entire home/apt,1,$200.00,$200.00,13,26/04/2017,0.75
Petite Victorian 1,Lower West Side,41.85658299,-87.65422952,Private room,1,$90.00,$90.00,46,06/11/2016,1.27
"Perfect Pilsen place, skyline view!",Lower West Side,41.85793534,-87.65375402,Entire home/apt,2,$160.00,$80.00,8,20/03/2017,0.56
historic 139 year old brick bungalow,Lower West Side,41.85594475,-87.66879495,Entire home/apt,1,$99.00,$99.00,1,18/07/2016,0.1
Cozy Cot~FIRST FLOOR >,Lower West Side,41.85698244,-87.67153068,Shared room,1,$25.00,$25.00,77,17/04/2017,3.11
Cozy Cot 1st floor,Lower West Side,41.85636026,-87.67196469,Shared room,1,$25.00,$25.00,53,24/04/2017,3.8
Cozy Cot -3,Lower West Side,41.85631274,-87.66986036,Shared room,1,$25.00,$25.00,4,23/04/2017,2.03
Fully renovated flat in hip Pilsen near McCormick!,Lower West Side,41.85551648,-87.67134937,Entire home/apt,2,$129.00,$64.50,25,30/04/2017,2.46
Great 2BR Apartment; Close to Downtown!!,Lower West Side,41.84997566,-87.67185663,Entire home/apt,3,$89.00,$29.67,51,23/04/2017,2.66
The Hide Out,Lower West Side,41.85180309,-87.66849932,Entire home/apt,2,$69.00,$34.50,102,09/05/2017,2.89
Culturally Rich Pad,Lower West Side,41.85482051,-87.66686651,Entire home/apt,1,$111.00,$111.00,0,,
Artist's loft in hip neighborhood.,Lower West Side,41.85663073,-87.64224462,Entire home/apt,1,$112.00,$112.00,2,07/05/2017,2
Downtown in 10min Bunk (#4) Bottom,Lower West Side,41.85492278,-87.68290056,Shared room,1,$15.00,$15.00,74,24/04/2017,5.62
Downtown in 10min Bunk (#4) Top,Lower West Side,41.85525148,-87.68327983,Shared room,1,$15.00,$15.00,46,25/04/2017,3.53
Private Bedroom In The Heart of Pilsen!,Lower West Side,41.85933039,-87.65700685,Private room,2,$35.00,$17.50,63,25/04/2017,2.93
Supremely Comfy Bedroom near the Medical District,Lower West Side,41.85673481,-87.66706652,Private room,3,$54.00,$18.00,1,07/05/2017,1
South loop 1 bdrm apt parking&WiFi ,Lower West Side,41.85530866,-87.65410909,Entire home/apt,1,$69.00,$69.00,183,09/05/2017,5.52
"Family friendly, cozy Pilsen loft near",Lower West Side,41.85767608,-87.64089418,Entire home/apt,2,$105.00,$52.50,4,16/08/2016,0.4
#1 Private Room Near UIC/UIC Medical District,Lower West Side,41.85347143,-87.66609293,Private room,32,$50.00,$1.56,1,30/12/2016,0.23
#3 Private Room Near UIC/UIC Medical Center,Lower West Side,41.85320374,-87.66548936,Private room,32,$50.00,$1.56,0,,
CutiePie,Lower West Side,41.85110498,-87.66739114,Entire home/apt,2,$50.00,$25.00,101,04/05/2017,4.03
"Clean, Modern, Cozy, and Prime Location w/ Rooftop",Lower West Side,41.8556834,-87.65870978,Private room,1,$50.00,$50.00,15,06/05/2017,4.41
Matt's Park Place: The Back Room,Lower West Side,41.85535781,-87.67277146,Private room,1,$20.00,$20.00,7,30/01/2017,0.46
Compact Pilsen bedroom,Lower West Side,41.85862648,-87.65350999,Private room,1,$53.00,$53.00,0,,
Heart of Chicago: Close to it all. Free Parking,Lower West Side,41.855982,-87.66979763,Entire home/apt,2,$69.00,$34.50,89,07/05/2017,3.43
Sunny Pilsen Launch Pad,Lower West Side,41.85446198,-87.6725038,Entire home/apt,2,$75.00,$37.50,61,07/05/2017,4.37
Lofted Room In Artist Space,Lower West Side,41.85723809,-87.64079939,Private room,1,$75.00,$75.00,157,19/03/2017,4.33
Cozy Pilsen Reading Room,Lower West Side,41.85341868,-87.66684306,Private room,1,$29.00,$29.00,46,25/04/2017,3.22
Sunny Ladder Loft in Pilsen,Lower West Side,41.85571702,-87.67230876,Private room,1,$34.00,$34.00,26,11/04/2017,2.01
Spacious cozy Duplex by Downtown,Lower West Side,41.85951104,-87.65591138,Private room,1,$95.00,$95.00,4,16/04/2017,2.22
Sunny bedroom in Pilsen,Lower West Side,41.85737291,-87.67278509,Private room,1,$60.00,$60.00,138,06/05/2017,6.33
"HUGE 4 BEDROOM BY DOWNTOWN, McCORMICK, UIC, PILSEN",Lower West Side,41.85797303,-87.65849782,Entire home/apt,2,$250.00,$125.00,0,,
Couch and Futon in Pilsen,Lower West Side,41.85581943,-87.67242939,Shared room,1,$24.00,$24.00,45,22/04/2017,3.42
Cozy private room in East Pilsen,Lower West Side,41.85692286,-87.64222435,Private room,1,$89.00,$89.00,4,10/04/2017,0.44
Pilsen Arts Community Custom Home,Lower West Side,41.84968413,-87.67626954,Private room,1,$45.00,$45.00,17,01/01/2017,0.71
Pilsen Park View/ near UIC and Rush,Lower West Side,41.85589012,-87.67434494,Entire home/apt,1,$95.00,$95.00,43,13/11/2016,1.41
Sunny Loft in the Arts District,Lower West Side,41.85623608,-87.64608395,Entire home/apt,2,$90.00,$45.00,78,29/04/2017,2.1
"Pilsen room, separate entrance w/private bathroom",Lower West Side,41.85368241,-87.67508481,Private room,1,$45.00,$45.00,35,09/04/2017,3.22
Pilsen's Gem,Lower West Side,41.84645707,-87.6778614,Entire home/apt,1,$95.00,$95.00,42,09/10/2016,0.88
"Pilsen loft, private rm, close to everything",Lower West Side,41.85845339,-87.64202792,Private room,2,$55.00,$27.50,0,,
Near Downtown 3BR FreeParking/Wifi,Lower West Side,41.85374982,-87.65536383,Entire home/apt,1,$99.00,$99.00,46,03/05/2017,5.31
Cozy West Pilsen Loft,Lower West Side,41.84503581,-87.6820403,Entire home/apt,1,$83.00,$83.00,1,14/03/2017,0.52
Cozy Pilsen Apartment,Lower West Side,41.85158879,-87.67864807,Entire home/apt,2,$100.00,$50.00,0,,
Private Room w Shared Bathroom / Apartment,Lower West Side,41.85834321,-87.66521224,Private room,3,$45.00,$15.00,2,08/04/2017,1.58
Park views in Pilsen (Rush/UIC),Lower West Side,41.85563357,-87.67427404,Entire home/apt,2,$125.00,$62.50,8,03/04/2017,0.57
Cozy 1 BDRM in Trendy Pilsen,Lower West Side,41.85808595,-87.65525568,Entire home/apt,1,$120.00,$120.00,19,06/05/2017,2.44
Private Bedroom and Bathroom in Vibrant Pilsen,Lower West Side,41.85653307,-87.65557899,Private room,1,$35.00,$35.00,8,08/03/2017,1.95
South Loop Cozy 2BdRm parking&WiFi&NetFlix,Lower West Side,41.85816234,-87.65142878,Entire home/apt,1,$69.00,$69.00,212,07/05/2017,5.89
Cozy place Perfect location sleeps4,Lower West Side,41.85873971,-87.66273276,Entire home/apt,1,$99.00,$99.00,25,02/05/2017,4.03
Cozzy Chicago hut,Lower West Side,41.85317804,-87.67566564,Entire home/apt,1,$80.00,$80.00,14,10/04/2017,1.95
Beautiful Aptment near  Chicago Down Town (Pilsen),Lower West Side,41.84961851,-87.67877508,Entire home/apt,3,$75.00,$25.00,14,07/05/2017,2.59
Art Room in the Sky,Lower West Side,41.85508423,-87.67130848,Private room,1,$40.00,$40.00,1,24/04/2017,1
Beautiful Cozy Aptmt in Pilsen,Lower West Side,41.85813504,-87.6475997,Entire home/apt,1,$75.00,$75.00,12,06/05/2017,1.68
Cozy 1 bdrm in the heart of Pilsen,Lower West Side,41.85725883,-87.67034596,Entire home/apt,3,$80.00,$26.67,2,20/03/2017,0.24
Cute and Cozy One Bedroom,Lower West Side,41.85776105,-87.65335679,Entire home/apt,2,$100.00,$50.00,48,16/04/2017,2.22
Private Coach House,Lower West Side,41.8574611,-87.65402007,Entire home/apt,2,$125.00,$62.50,15,25/04/2017,2.33
Private room near Downtown,Lower West Side,41.85790219,-87.65104466,Private room,2,$68.00,$34.00,127,03/05/2017,3.35
"South Loop Comfy 2BdRm,free parking&WiFi&Netflix",Lower West Side,41.85682693,-87.65248967,Entire home/apt,1,$69.00,$69.00,187,08/05/2017,5.22
Artistic ambience around the house,Lower West Side,41.85594784,-87.6669766,Private room,1,$60.00,$60.00,4,26/04/2017,1.52
Cool & Unique Space In A Walkable And Fun Area,Lower West Side,41.8540524,-87.65152215,Private room,1,$80.00,$80.00,67,29/04/2017,4.06
Cozy crash pad near the Illinois Medical District,Lower West Side,41.85553068,-87.66673938,Private room,3,$24.00,$8.00,4,20/03/2017,1.58
"West Pilsen room (pink line access, skyline view)",Lower West Side,41.85134598,-87.67188274,Private room,2,$35.00,$17.50,9,02/04/2017,1.45
Downtown in 10min Bunk (#2) Bottom,Lower West Side,41.8531629,-87.68313806,Shared room,1,$15.00,$15.00,65,22/04/2017,4.95
Urban Pilsen Apt. near Downtown,Lower West Side,41.851092,-87.68241716,Entire home/apt,2,$100.00,$50.00,6,07/05/2017,3.4
Pilen's Diamond in the Rough,Lower West Side,41.85522756,-87.66240276,Entire home/apt,2,$120.00,$60.00,0,,
Large Cozy & Bright Room in Pilsen,Lower West Side,41.85636167,-87.67891293,Private room,1,$50.00,$50.00,34,03/01/2017,1.65
Downtown in 10min Bunk (#3) Top,Lower West Side,41.85438131,-87.68454313,Shared room,1,$15.00,$15.00,48,17/03/2017,3.69
Beautiful furnished home in the heart of Pilsen,Lower West Side,41.85539019,-87.65066695,Entire home/apt,3,$269.00,$89.67,31,09/05/2017,3.27
"Artist Loft,",Lower West Side,41.84997511,-87.67623327,Private room,1,$32.00,$32.00,53,05/05/2017,2.43
Room in lofty Condo cozy & styled,Lower West Side,41.85913824,-87.64325227,Private room,1,$85.00,$85.00,18,30/11/2016,1.59
Entire One-Bedroom Apartment with a Parking Space,Lower West Side,41.85541959,-87.65583305,Entire home/apt,2,$85.00,$42.50,5,23/04/2017,1.15
#NAME?,Lower West Side,41.85495836,-87.66656848,Private room,1,$42.00,$42.00,0,,
#NAME?,Lower West Side,41.85378205,-87.6657387,Private room,1,$23.00,$23.00,0,,
Warm & Modern Pilsen Home - 1 Bedroom (Twin),Lower West Side,41.85816256,-87.65458764,Private room,2,$60.00,$30.00,7,05/05/2017,1.59
Freshly Renovated flat in Pilsen,Lower West Side,41.85909745,-87.65775987,Private room,2,$60.00,$30.00,50,30/04/2017,3.32
"Relaxing private bedroom, AC,free WiFi,Netfix,park",Lower West Side,41.85612927,-87.64737303,Private room,1,$39.00,$39.00,103,08/05/2017,5.34
Vintage Modern Apt. in Pilsen,Lower West Side,41.85082007,-87.68118486,Entire home/apt,2,$90.00,$45.00,7,06/05/2017,1.17
Plzeň Bohème + Meets + Cultura,Lower West Side,41.84699003,-87.68363002,Private room,1,$42.00,$42.00,48,26/04/2017,7.24
Pilsen Apartment - Just Across from Thalia Hall!,Lower West Side,41.85696771,-87.65738349,Entire home/apt,1,$73.00,$73.00,1,30/04/2017,1
Spacious 2 Bed 2 Bath w/ Roof Deck - ARTS DISTRICT,Lower West Side,41.85592833,-87.65609313,Entire home/apt,2,$89.00,$44.50,4,16/04/2017,0.19
3 Private Rooms & a Shared Office,Lower West Side,41.85397683,-87.6702032,Entire home/apt,1,$105.00,$105.00,73,20/04/2017,3.58
Urban Retreat: Bed and Breakfast,Lower West Side,41.85560551,-87.67030922,Entire home/apt,2,$84.00,$42.00,103,08/04/2017,1.81
1 Bedroom in Pilsen,Lower West Side,41.85768299,-87.65082048,Private room,1,$55.00,$55.00,0,,
Bright clean artist studio loft!,Lower West Side,41.84908802,-87.67791354,Entire home/apt,1,$130.00,$130.00,1,25/04/2017,1
"Charming South Loop Apartment-Wifi,Netflix,parking",Lower West Side,41.85723012,-87.65410225,Entire home/apt,1,$59.00,$59.00,9,30/04/2017,5.63
Beautiful Two Bedroom Apartment !,Lower West Side,41.85447395,-87.68113343,Entire home/apt,2,$104.00,$52.00,0,,
Private RM/Pilsen/Rush Hospital/UIC,Lower West Side,41.85825453,-87.67494338,Shared room,2,$79.00,$39.50,13,19/09/2016,0.49
Private room 4 min walk from Damen pink line,Lower West Side,41.85412471,-87.67738368,Private room,2,$62.00,$31.00,23,10/04/2017,2.16
Downtown in 10min Bunk (#1) Top,Lower West Side,41.85319113,-87.6826311,Shared room,1,$15.00,$15.00,49,24/04/2017,3.95
Downtown in 10min Bunk (#1) Bottom,Lower West Side,41.85323645,-87.68444476,Shared room,1,$15.00,$15.00,66,26/04/2017,5.1
Charming mid-century home in Heart of Chicago,Lower West Side,41.85770083,-87.68113178,Private room,1,$45.00,$45.00,19,18/04/2017,1.68
#2 Private Room Near UIC/UIC Medical District,Lower West Side,41.85518675,-87.66418085,Private room,32,$50.00,$1.56,0,,
Sunny Private Bedroom,Lower West Side,41.84897407,-87.67931165,Private room,4,$41.00,$10.25,19,31/10/2016,1.61
Casa Corazón (N) near Rush / UIC,Lower West Side,41.84737199,-87.67978314,Private room,2,$67.00,$33.50,47,30/04/2017,1.64
Cozy Updated Apartment in a GREAT location!!,Lower West Side,41.85278214,-87.66051035,Entire home/apt,1,$80.00,$80.00,18,09/04/2017,0.7
"Home away from home Pilsen, Chicago",Lower West Side,41.84663229,-87.68306467,Entire home/apt,1,$100.00,$100.00,33,30/04/2017,1.62
PilsenPerfection II 2 Queen beds,Lower West Side,41.85582933,-87.65525068,Entire home/apt,2,$160.00,$80.00,31,26/04/2017,1.05
Warm & Modern Pilsen Home - 2 Bedroom,Lower West Side,41.85822944,-87.65460677,Entire home/apt,2,$150.00,$75.00,1,02/04/2017,0.77
Warm & Modern Pilsen Home - 1 Bedroom (Queen),Lower West Side,41.85850751,-87.65494202,Private room,2,$75.00,$37.50,1,05/03/2017,0.45
Always Sunny in Pilsen,Lower West Side,41.85417086,-87.67148085,Entire home/apt,1,$100.00,$100.00,47,23/04/2017,4.26
Casa Corazón (W) near Rush / UIC,Lower West Side,41.84773418,-87.68234504,Private room,2,$67.00,$33.50,73,07/05/2017,1.68
Private Bedroom and Bathroom in Vibrant Pilsen,Lower West Side,41.85587668,-87.65483828,Private room,1,$39.00,$39.00,2,02/04/2017,0.79
Heart of Pilsen Modern 2BR Flat,Lower West Side,41.85949585,-87.65736658,Entire home/apt,2,$133.00,$66.50,52,03/05/2017,3.89
Room In Artist's Space,Lower West Side,41.85783869,-87.64248779,Private room,1,$75.00,$75.00,98,30/04/2017,3.98
"Elegant south loop 2 bedroom apt, parking, WiFi",Lower West Side,41.85871945,-87.65043046,Entire home/apt,1,$60.00,$60.00,11,10/05/2017,2.7
Beautiful comfy apartment in Pilsen,Lower West Side,41.85287647,-87.68086778,Entire home/apt,1,$130.00,$130.00,6,22/04/2017,1.38
"BIG 4 BEDROOM BY DOWNTOWN, McCORMICK, UIC, PILSEN",Lower West Side,41.85918685,-87.65971747,Entire home/apt,1,$200.00,$200.00,5,07/05/2017,3.85
Cool and comfortable Aptment Pilsen near Down Town,Lower West Side,41.84853484,-87.67755816,Entire home/apt,3,$75.00,$25.00,22,02/05/2017,2.43
Cozy 3F Rm in Prime Pilsen Location,Lower West Side,41.85234953,-87.67136678,Private room,1,$47.00,$47.00,0,,
"Beautiful, Creative One-Bedroom in Pilsen",Lower West Side,41.85710143,-87.67706573,Entire home/apt,1,$75.00,$75.00,112,30/04/2017,2.39
Modern Urban Pilsen Oasis,Lower West Side,41.85901209,-87.65501206,Entire home/apt,1,$200.00,$200.00,6,16/04/2017,0.53
Chicago Pilsen Arts District,Lower West Side,41.85836403,-87.64470398,Entire home/apt,1,$47.00,$47.00,5,01/01/2017,0.4
John's place very close to downtown.,Lower West Side,41.85662854,-87.6550429,Private room,1,$50.00,$50.00,5,07/05/2017,0.56
Spacious 1 BDRM modern apartment,Lower West Side,41.85938632,-87.65270646,Entire home/apt,2,$125.00,$62.50,124,02/04/2017,2.54
Unique house and music studio near downtown!,Lower West Side,41.85783846,-87.64781789,Private room,1,$63.00,$63.00,0,,
CoZy rOOm in BIG WiNdY CiTy,Lower West Side,41.85163416,-87.6724978,Private room,2,$80.00,$40.00,2,17/04/2017,1.33
Apt. for 4 - 15 minutes from Loop!,Lower West Side,41.85306425,-87.68209078,Entire home/apt,3,$60.00,$20.00,102,26/03/2017,2.02
APT for 4 - 15 minutes to Downtown,Lower West Side,41.85617251,-87.67581994,Entire home/apt,3,$80.00,$26.67,22,15/04/2017,1.67
Vintage Storefront on 18th Street,Lower West Side,41.85850021,-87.66920951,Entire home/apt,1,$80.00,$80.00,140,07/05/2017,6.23
Convenient & Beautifully Updated Pilsen Flat,Lower West Side,41.85595292,-87.66126527,Entire home/apt,2,$125.00,$62.50,64,29/04/2017,5.01
